State | City | Name | Description
NEW JERSEY | PATERSON | CHARLES DANFORTH. | Manufacturing spinning frames and locomotives. He sold his spinning frames both in the United States and Europe; and was the founder of the Danforth Locomotive and Machine Company.
NEW JERSEY | PATERSON | MICHAEL MORRIS. | Made in merchandising cotton waste and oil, judicious investment of his accumulations.
NEW JERSEY | PLAINFIELD | J. H. McGEE. | Oil refining and transportation.
NEW JERSEY | PLAINFIELD | CHARLES HYDE. | Banking and investments.
NEW JERSEY | PLAINFIELD | GEORGE H. BABCOCK. | Manufacturing steam boilers. President of the Babcock & Wilcox Company, headquarters in New-York City with branches in Boston, Philadelphia, Washington, Pittsburg, Cleveland and Chicago.
NEW JERSEY | PLAINFIELD | JAMES M. CLARK. | Made in tanning and leather at St. Louis, Mo.
NEW JERSEY | SOMERVILLE | ISAAC C. ANDERSON. | Importing French goods at New-York; some umbrella and silk manufacturing, and real estate investments.
NEW JERSEY | SHORT HILLS | JAMES R. PITCHER. | Partly inherited; and increased by investments in real estate and various business enterprises, including the Tradesmen’s Bank, Merchants’ Credit and Guarantee Company, National Mutual Building and Loan Association, New-York Leather Belting Co., etc., etc. He is a director or an officer in these and other companies, and has about 1,000 acres of land at Short Hills.
NEW JERSEY | SCOTCH PLAINS | WARREN ACKERMAN. | Made in the Lawrence Cement Company, New-York City.
NEW JERSEY | SPOTTSWOOD | LEONARD APPLEBY. | Merchandising tobacco and snuff in New-York; then insurance business.
NEW JERSEY | TRENTON | AUGUSTUS C. RICHEY. | Law and real estate investments.
NEW JERSEY | TRENTON | WASHINGTON A. ROEBLING. | Made in manufacturing iron and steel wire. His firm supplied the wire for the Brooklyn Bridge.
NEW JERSEY | TRENTON | FERDINAND W. ROEBLING. | Made in manufacturing iron and steel wire.
NEW JERSEY | TRENTON | CHARLES ROEBLING. | Made in manufacturing iron and steel wire.
NEW JERSEY | TRENTON | EDWARD H. STOKES. | Real estate investments.
NEW JERSEY | TRENTON | SAMUEL K. WILSON. | Made in woollen manufacturing and in investments in real estate, which has increased largely in value.
NEW JERSEY | TRENTON | JOHN S. CHAMBERS. | Operation of gas works, and investments.
NEW JERSEY | TRENTON | ABNER R. CHAMBERS. | By investments in real estate, which is now included in the city.
NEW JERSEY | TRENTON | CHARLES E. GREEN (from John C. Green). | Made in the China trade and investments.
NEW JERSEY | TRENTON | MRS. PAXTON (wife of the Rev. W. M. Paxton). | Inherited from the James O’Hara estate at Pittsburg. Made in rise in value of real estate.
NEW JERSEY | WEEHAWKEN | JOHN H. BONN. | Made in street railroads, real estate, and other local enterprises.
NEW JERSEY | WEEHAWKEN | CHARLES F. TAG. | Wholesale tobacco in New-York, and investments. Director in Manhattan Trust Company, Equitable Gas Light Company, United States Equitable Gas Company, Colorado Central Consolidated Mining Company, and Toledo, St. Louis and Kansas City Railroad, Exchange Place Real Estate Company.
NEW JERSEY | WOODBURY | GEORGE G. GREENE. | Manufacturing patent medicines.
NEW JERSEY | WEST ORANGE | JOHN BURKE (of Edward & John Burke). | Made as American agent of the Guinness ales and porters of Dublin and importer of other liquors. He left a fortune of about $2,000,000.
NEW JERSEY | WEST ORANGE | HENRY A. PAGE (of Faulkner, Page & Co.). | Commission drygoods.
NEW JERSEY | WEST ORANGE | JOHN PETTIT. | Real estate and building.
NEW MEXICO | FORT BASCOM | WILSON WADDINGHAM. | Made in banking, cattle-raising and lands.
NEW MEXICO | SANTA FE | T. B. CATRON. | Practice of law, and large land grants, which have increased greatly in value.
NEW MEXICO | SANTA FE | A. STAAB. | Wholesale merchandising of groceries, etc.
NEW YORK | CITY OF ALBANY | ERASTUS CORNING. | Inherited from his father. Made, first, in merchandising hardware; then in manufacturing iron in the Albany Iron Works and in banking; but the bulk of it in the New-York Central Railroad, and pine lands. The senior Corning was the master spirit in the consolidation of the New-York Central Railroad. The present Mr. Corning is president of the Albany City National Bank and director in the New-York Central and Hudson River Railroad, United States Trust Company, etc.
NEW YORK | CITY OF ALBANY | JAMES B. JERMAIN. | Inherited. Made in railroads and investments. He has several millions and is the richest man in Albany.
NEW YORK | CITY OF ALBANY | CHARLES B. LANSING. | Real estate, insurance and banking. He was the largest individual tax-payer in Albany at the time of his death.
NEW YORK | CITY OF ALBANY | ANTHONY N. BRADY. | Made in contracting and investment of accumulations.
NEW YORK | CITY OF ALBANY | JOHN G. MYERS. | Made in wholesale and retail dry-goods and investments in banks, railroads, express companies, etc.
NEW YORK | CITY OF ALBANY | ROBERT C. PRUYN. | Made in banking and investments. President of the National Commercial Bank.
NEW YORK | AMSTERDAM | STEPHEN SANFORD. | Manufacturing of carpets, etc. President of the Amsterdam City National Bank.
NEW YORK | ANDES | DAVID BALLENTINE. | Banking and railroads. President of the First National Bank.
NEW YORK | AUBURN | NELSON BEARDSLEY. | Banking, loans and real estate. President of Cayuga County National Bank.
NEW YORK | AUBURN | THEODORE P. CASE. | Made a fortune in manufacturing clocks, in the Oswego Starch Company, and waterworks and other investments.
NEW YORK | AUBURN | D. M. OSBORNE. | Made in the manufacture of patented mowing machines and reapers.
NEW YORK | AUBURN | DR. SYLVESTER WILLARD. | Made in the Oswego Starch Company, clock manufacturing and numerous investments.
NEW YORK | AURORA, CAYUGA COUNTY | N. P. BURR. | Merchandising and contracts.
NEW YORK | AURORA, CAYUGA COUNTY | EDWIN B. MORGAN. | Made in the Wells, Fargo & Co. Express Company.
NEW YORK | BALLSTON SPA | GEORGE WEST. | Manufacture of paper and paper bags, and investments. President of the First National Bank.
NEW YORK | BALLSTON SPA | JOHN W. THOMPSON. | Banking, railroad investments, etc. He was heavily interested in the Delaware and Hudson Canal Company, New-York Central, etc.
NEW YORK | BATAVIA | Mrs. DEAN RICHMOND. | From her husband. Made in railroads and investments.
NEW YORK | BATH | IRA DAVENPORT. | Inherited. Made in real estate in Iowa and banking and various investments.
NEW YORK | BATH | JOHN DAVENPORT. | Inherited. Made in real estate in Iowa, banking and investments.
NEW YORK | BAY SIDE | Mrs. G. HOWLAND LEAVITT. | From her father, Robert Willetts. Made in real estate, gas companies, street railroads, etc.
NEW YORK | BAY SIDE | OLIVER CHARLICK. | Started in dealing in liquors. Then, managed George Law’s steamers to California. Then in the Eighth Avenue Street Railroad in New-York City, which he developed into a paying property. Then he went into the Long Island Railroad, and became its president. He was also interested in the Harlem and Hudson River railroads, Pacific Mail, steamboats between New-York and the Eastern States, real estate in New-York and on Long Island, etc. He also made considerable money in speculation in Wall Street.
NEW YORK | BINGHAMTON | ABEL BENNETT. | Manufacturing overalls and clothing business.
NEW YORK | BINGHAMTON | HORACE H. CRARY. | Largely interested in tanneries (of which there are ten); but his wealth came from hemlock timber lands, on which oil and natural gas were discovered after the timber had been cleared off and the land had become a burden on the hands of his firm.
NEW YORK | BINGHAMTON | M. HORTON (of Horton, Crary & Co.). | In part in tanneries, but mainly in oil lands.
NEW YORK | BEDFORD | WILLIAM P. WOODCOCK. | Made in real estate in New-York City and Brooklyn.
NEW YORK | BROCKPORT | DAYTON S. MORGAN (of D. S. Morgan & Co.). | Manufacturing reapers and mowers; and rise in Chicago real estate. The first fifty machines ever used were made at their works for McCormick.
NEW YORK | BRONXVILLE | DANIEL G. ALGER. | In the brokerage business and real estate.
NEW YORK | BROOKLYN | ABRAHAM ABRAHAMS (of Wechsler & Abrahams). | Large retail drygoods business.
NEW YORK | BROOKLYN | LEWIS P. ATKINSON. | Stocks in Wall Street.
NEW YORK | BROOKLYN | CHARLES ARBUCKLE. | Importing coffee and real estate investments. He was a member of Arbuckle Brothers, and The Arbuckle Brothers Coffee Company.
NEW YORK | BROOKLYN | JOHN ARBUCKLE. | Importing coffee and real estate investments. A member of Arbuckle Brothers, and The Arbuckle Brothers Coffee Company. Director in the Importers and Traders' National Bank.
NEW YORK | BROOKLYN | CHARLES W. BETTS. | Inherited land, which has since been improved.
NEW YORK | BROOKLYN | DEMAS BARNES. | Merchandising and investments.
NEW YORK | BROOKLYN | OLIVER T. BEARD. | Inherited. Made in wharfage and stores around the Atlantic Basin.
NEW YORK | BROOKLYN | COLONEL WILLIAM HENRY BEARD. | Inherited. Made in contracting and wharfage and stores around the Atlantic Basin.
NEW YORK | BROOKLYN | HENRY BATTERMAN. | In his large retail drygoods store in the Eastern District; and investments. President of the Broadway Bank.
NEW YORK | BROOKLYN | ARTHUR W. BENSON. | Trustee of estates. Had investments in real estate, gas companies and financial institutions.
NEW YORK | BROOKLYN | EUGENE G. BLACKFORD. | Fulton Market fish business in New-York City, real estate, banking and investments. President of the Bedford Bank.
NEW YORK | BROOKLYN | JAMES BRADY. | Manufacture of clothing and loans on mortgages.
NEW YORK | BROOKLYN | COLONEL A. D. BAIRD. | Stone yards, banking and investments.
NEW YORK | BROOKLYN | E. W. BLISS. | Has made a large fortune in the manufacture of presses, dies, patents, etc. He supplied some of the material for the big bridge; has contracts with the United States for projectiles and torpedoes; and is largely interested in improved real estate and Brooklyn City railroads.
NEW YORK | BROOKLYN | HENRY D. BROOKMAN (of H. D. & John U. Brookman, merchants). | Began his fortune in deep-sea shipping. Afterward made much money in stock and real estate investments.
NEW YORK | BROOKLYN | JOHN BULLARD. | Tanning and leather business in New-York City.
NEW YORK | BROOKLYN | FRANKLIN BARTLETT. | Docks and elevators on the East River front.
NEW YORK | BROOKLYN | MRS. LYDIA R. BABBITT. | From Charles Pratt. Oil refining and transportation.
NEW YORK | BROOKLYN | DAVID H. BROWN. | Real estate investments.
NEW YORK | BROOKLYN | EDWIN BEERS. | Street railroads and banking.
NEW YORK | BROOKLYN | DAVID A. BOODY. | Banking and stocks.
NEW YORK | BROOKLYN | ALFRED S. BARNES. | Publishing copyrighted books.
NEW YORK | BROOKLYN | THOMAS D. CARMAN. | Exporting stoves to Australia when the gold fever broke out, followed by further business of similar nature.
NEW YORK | BROOKLYN | CHESTER W. COLLINS. | Contracting (with Kilpatrick Brothers in Beatrice, Neb.); real estate and cattle raising.
NEW YORK | BROOKLYN | MRS. AGNES CLAFLIN (widow of Horace B. Claflin). | Made by her husband in wholesale drygoods in New-York City; and large investments in real estate above the Harlem River, and in Brooklyn.
NEW YORK | BROOKLYN | RICHARD S. CHAPEL. | Shipping goods to the West from Hartford in early days; then wholesale clothing in Brooklyn.
NEW YORK | BROOKLYN | ISAAC F. CHAPMAN. | Deep-sea shipping and ocean freighting and trade, and real estate. Formerly in Chapman & Flint.
NEW YORK | BROOKLYN | JOHN CLAFLIN (of H. B. Claflin & Co., New-York). | Commission drygoods and investments. Director in American Exchange National Bank, Commonwealth Insurance Company, Continental Insurance Company, Fourteenth Street District Railway Company, Home Life Insurance Company, New-York Life Insurance Company, Liberty Insurance Company. Owns a large amount of real estate.
NEW YORK | BROOKLYN | S. B. CHITTENDEN. | Drygoods.
NEW YORK | BROOKLYN | PETER C. CORNELL. | Mostly in local gasworks, ferries and banks, but partly in manufacturing gunpowder.    
NEW YORK | BROOKLYN | FELIX CAMPBELL. | Manufacturing iron fitting, etc.; real estate investments, including the Park Theatre, Union Ferry Company, etc.
NEW YORK | BROOKLYN | H. T. COX. | Merchandising gas fixtures in New-York.
NEW YORK | BROOKLYN | EDMUND DRIGGS. | Began in sloop transportation on the Hudson. Then had a grocery store in New-York. Invested in real estate, and opened large storage warehouses in Brooklyn, in which his wealth was chiefly made. Had investments in banks, insurance companies, etc.
NEW YORK | BROOKLYN | JAMES DARRAGH (of Darragh & Small). | Importation of merchandise.
NEW YORK | BROOKLYN | CORNELIUS DONNELON. | Building and real estate.
NEW YORK | BROOKLYN | ANDREW DOUGHERTY. | Manufacturing playing cards.
NEW YORK | BROOKLYN | JACOB G. DETTMER. | Manufacturing baking powder; banking and real estate. Is in People’s Trust Company and the Bedford Bank.
NEW YORK | BROOKLYN | WILLIAM DICK (of Dick & Meyer). | Sugar refining, in which he has made several millions. Director in the American Sugar Refining Company.
NEW YORK | BROOKLYN | JOHN DELMAR. | Real estate and politics.
NEW YORK | BROOKLYN | SAMUEL B. DURYEA. | Made largely in rise in value of Brooklyn real estate, of which he was a large owner. He left a fortune of more than $2,000,000.
NEW YORK | BROOKLYN | JOHN ENGLIS. | Shipbuilding and repairing and investments. Is interested in the Wallabout Bank.
NEW YORK | BROOKLYN | JOHN R. ELY. | Distilling and real estate.
NEW YORK | BROOKLYN | EDWARD E. EAMES (of H. B. Claflin & Co., New-York). | Commission drygoods.
NEW YORK | BROOKLYN | BENJAMIN FLINT. | Deep-sea shipping, ocean freighting and trade, and real estate.
NEW YORK | BROOKLYN | JOSEPH FAHY. | Watch-case manufacturing.
NEW YORK | BROOKLYN | HENRY GINNEL. | Importing watches and jewelry, New-York City.
NEW YORK | BROOKLYN | JOHN GIBB (of Mills & Gibb, New-York City). | Importing laces and drygoods.
NEW YORK | BROOKLYN | ROBERT GRAVES. | Manufacturing wall-paper.
NEW YORK | BROOKLYN | SAMUEL N. HOYT. | From his brother, Jesse Hoyt, the grain merchant.
NEW YORK | BROOKLYN | JOHN H. HARBECK. | Made in warehousing and stores.
NEW YORK | BROOKLYN | GEORGE HAGEMEYER. | Made in the sale of hardwood lumber.
NEW YORK | BROOKLYN | S. H. HERRIMAN. | By inheritance, and investments.
NEW YORK | BROOKLYN | OTTO HUBER. | Brewing and real estate.
NEW YORK | BROOKLYN | DR. CORNELIUS N. HOAGLAND. | Made a very large fortune in the manufacture of cream of tartar and baking powder, and investments in financial institutions and local real estate. President of the Cleveland Baking Powder Company.
NEW YORK | BROOKLYN | J. C. HOAGLAND. | Made a very large fortune in the manufacture of cream of tartar and baking powder, and investments in financial institutions and local real estate.
NEW YORK | BROOKLYN | HENRY HENTZ. | Commission coffee business and investments. Director in Bank of New-York, Commonwealth Insurance Company, Houstonic Railroad, Mechanics’ National Bank and other corporations.
NEW YORK | BROOKLYN | MARK HOYT (of Hoyt Brothers). | Made in tanning and leather.
NEW YORK | BROOKLYN | DAVID H. HOUGHTALING. | Tea importation and investments. Is director in United States Life Insurance Company, Bank of North America, and various railroads. Richmond Railway and Electric Company.
NEW YORK | BROOKLYN | HENRY C. HULBERT. | Made in paper manufacturing and investments. Director in United States Life Insurance Company, Importers and Traders’ National Bank, New-York Mutual Insurance Company, Pullman Palace Car Company, Celluloid Company, etc.
NEW YORK | BROOKLYN | SEYMOUR L. HUSTED. | Street railroads and the Brooklyn and New-York Ferry investments.
NEW YORK | BROOKLYN | JOHN HILLS. | Importer of fruits.
NEW YORK | BROOKLYN | THOMAS A. HOWELL (of B. H. Howell, Son & Co.). | Merchandising molasses and sugar in New-York City.
